	S763_Col	S763_TSB	S763_FC	DEG	OG	KO.id	KO.description
cds253	4.27670173967253	3.81830702782365	1.0369760112144	nonDEG	OG0000017	K03762	proP; MFS transporter, MHS family, proline/betaine transporter
cds2530	7.23348997953366	7.52261253102692	0.542914911001124	nonDEG	OG0000173	K14652	ribBA; 3,4-dihydroxy 2-butanone 4-phosphate synthase / GTP cyclohydrolase II [EC:4.1.99.12 3.5.4.25]
cds2531	6.0868525902277	5.35777718605493	1.77615001738728	nonDEG	OG0000173	K14652	ribBA; 3,4-dihydroxy 2-butanone 4-phosphate synthase / GTP cyclohydrolase II [EC:4.1.99.12 3.5.4.25]
cds2532	4.52235693772793	4.98460290785249	0.257110162395182	nonDEG	OG0000762	K00793	ribE; riboflavin synthase [EC:2.5.1.9]
cds2533	4.48648727969906	6.69276831123366	-1.24705887755243	nonDEG	OG0000617	K11752	ribD; diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:3.5.4.26 1.1.1.193]
cds2534	5.31548306008501	7.30912223941405	-0.784918703732427	nonDEG	OG0000820	K01783	rpe; ribulose-phosphate 3-epimerase [EC:5.1.3.1]
cds2535	7.36104671564476	7.93815538857346	0.433889341451808	nonDEG	OG0000587	K03500	rsmB; 16S rRNA (cytosine967-C5)-methyltransferase [EC:2.1.1.176]
cds2536	5.67768175922928	5.72229159654303	0.733693736892139	nonDEG	OG0000859	K00604	MTFMT; methionyl-tRNA formyltransferase [EC:2.1.2.9]
cds2537	5.67413267782945	6.3661609385462	0.359238188547757	nonDEG	OG0000243	K01462	PDF; peptide deformylase [EC:3.5.1.88]
cds2538	5.76895047431901	4.1740117597765	2.28955648243806	nonDEG			
cds2539	8.45982041249268	5.19270526083052	4.06189565620553	up			
cds254	5.66497276652633	4.09652973110971	0.75572716195124	nonDEG	OG0000381		
cds2540	7.88048215355624	9.03224884787797	-0.395354320787378	nonDEG	OG0000418	K06916	zapE; cell division protein ZapE
cds2541	5.68510421865369	7.87515388387784	-1.25479603515271	nonDEG	OG0000370	K01011	TST; thiosulfate/3-mercaptopyruvate sulfurtransferase [EC:2.8.1.1 2.8.1.2]
cds2542	4.95082434401534	7.11957792567568	-0.848651882178548	nonDEG	OG0001417	K02426	sufE; cysteine desulfuration protein SufE
cds2543	4.25524183115512	3.17712438130294	1.09391578444558	nonDEG	OG0001434	K03976	ybaK; Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase [EC:3.1.1.-]
cds2544	5.87376142980554	5.00559999035969	1.19685840365516	nonDEG	OG0003970		
cds2545	8.35918046464616	8.13448682821375	1.10104403812477	nonDEG			
cds2546	10.104810672996	7.61811720317624	3.35302540605519	up	OG0000470	K07305	msrB; peptide-methionine (R)-S-oxide reductase [EC:1.8.4.12]
cds2547	9.52322423187796	11.6916498782306	-1.57741201566153	nonDEG	OG0005162		
cds2548	8.19193089057897	10.0440640867002	-1.19598161665512	nonDEG			
cds2549	8.73286487630135	10.6144934255721	-1.29297941055821	nonDEG	OG0001650	K01620	ltaE; threonine aldolase [EC:4.1.2.48]
cds255	5.72331840730073	6.23839841813224	0.411276283651168	nonDEG	OG0001550	K00797	speE; spermidine synthase [EC:2.5.1.16]
cds2550	7.38793988170385	7.79562822707864	0.337495007408219	nonDEG	OG0006140		
cds2551	7.86980473099249	8.21190608636796	0.505239246749122	nonDEG	OG0001547	K03684	rnd; ribonuclease D [EC:3.1.13.5]
cds2552	9.3178770560167	8.75742962494441	1.41741999409852	up	OG0000031	K00626	E2.3.1.9; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]
cds2553	7.95596031205585	7.36597173391098	1.50900490781341	nonDEG	OG0000099	K00074	paaH; 3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]
cds2554	6.4243495716221	5.28886032764723	2.09988422223562	nonDEG	OG0004199		
cds2555	5.36077995869994	4.77735477856181	0.801478331804325	nonDEG			
cds2556	4.3810112146531	6.2207355374724	-1.55046151544711	nonDEG			
cds2557	5.17954593935609	5.86366266673535	-1.39985430105567	nonDEG	OG0001886	K16785	ecfT; energy-coupling factor transport system permease protein
cds2558	5.206002592803	6.32140528033209	0.0280847247845435	nonDEG			
cds2559	6.92258496597123	6.60963937102449	1.27313279250783	nonDEG	OG0000702	K01239	iunH; purine nucleosidase [EC:3.2.2.1]
cds256	9.43746539924788	2.2665230849528	7.88999104103314	up			
cds2560	9.59309960498772	9.12013720748199	1.3056312140818	up	OG0000044	K19265	gpr; L-glyceraldehyde 3-phosphate reductase [EC:1.1.1.-]
cds2561	4.05067777130165	4.39500009735064	1.06633613391483	nonDEG	OG0004776		
cds2562	7.04718991148867	6.96375006715772	0.972541061587197	nonDEG			
cds2563	9.07752257881865	9.80614691828683	0.112486595607799	nonDEG	OG0001085	K01662	dxs; 1-deoxy-D-xylulose-5-phosphate synthase [EC:2.2.1.7]
cds2564	12.2413816302243	12.7235008089683	0.34340124412511	nonDEG	OG0000305	K01681	ACO; aconitate hydratase [EC:4.2.1.3]
cds2565	6.18430425006237	6.05379591160999	1.00001518282162	nonDEG	OG0000625	K03215	rumA; 23S rRNA (uracil1939-C5)-methyltransferase [EC:2.1.1.190]
cds2566	8.33067479481494	8.6520618855734	0.543504401316313	nonDEG	OG0004438		
cds2567	5.15958746501871	6.5881505244087	0.498365702522871	nonDEG	OG0002175	K03499	trkA; trk system potassium uptake protein
cds2568	4.6666767401533	4.42564092716432	1.27556860565831	nonDEG	OG0002175	K03499	trkA; trk system potassium uptake protein
cds2569	5.03850247929327	6.19410336971135	0.245030602314065	nonDEG	OG0006229		
cds257	10.2328934083564	1.40739475702737	11.3908795515396	up			
cds2570	3.9123319382087	4.82505783583247	0.0106481391657271	nonDEG			
cds2571	5.060593552433	6.95450118687083	-0.984321490750354	nonDEG	OG0006343		
cds2572	7.45728239704654	8.28610885927623	0.0507487110794694	nonDEG	OG0001281	K01520	dut; dUTP pyrophosphatase [EC:3.6.1.23]
cds2573	5.78879892908439	6.69663018402433	-0.61546642189216	nonDEG	OG0006230		
cds2574	5.35934424415372	3.69269502937847	2.38652064467626	nonDEG	OG0004431		
cds2575	9.36697355142147	8.9994923373202	1.1595731095525	nonDEG	OG0006231		
cds2576	5.75583684377496	5.78869061877035	0.911215513201216	nonDEG	OG0004943		
cds2577	5.17349246501368	6.57381490615431	-0.970915583843369	nonDEG			
cds2578	8.61033033388458	7.90028119857559	1.54179486966811	up	OG0002528	K09181	yfiQ; acetyltransferase
cds2579	7.62262697872252	9.25991631208366	-0.747538769666932	nonDEG	OG0000552	K02469	gyrA; DNA gyrase subunit A [EC:5.99.1.3]
cds258	8.3338128049509	0.223428745971146	8.68788310885708	up	OG0003947		
cds2581	5.62132900668769	5.89511395952111	0.760271354418317	nonDEG	OG0005160		
cds2582	5.83407862092916	5.48312999249924	1.79444904556175	nonDEG	OG0000391	K03827	yjaB; putative acetyltransferase [EC:2.3.1.-]
cds2583	8.46316823901143	7.29092413422096	1.83275464535462	up	OG0000021	K06147	ABCB-BAC; ATP-binding cassette, subfamily B, bacterial
cds2584	7.76663356673047	6.20268169876989	2.29878010933662	up	OG0000404	K00426	cydB; cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7]
cds2585	8.50514031091379	8.18025480288925	1.03094932060128	nonDEG	OG0000326	K00425	cydA; cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7]
cds2586	7.34264540567659	8.25652049443191	-0.162727059366254	nonDEG	OG0000780		
cds2587	7.20557173107648	7.61979391514297	0.414495312722812	nonDEG	OG0000884	K03799	htpX; heat shock protein HtpX [EC:3.4.24.-]
cds2588	8.45993823150409	8.51980939588032	0.804669457250565	nonDEG	OG0000213	K02470	gyrB; DNA gyrase subunit B [EC:5.99.1.3]
cds2589	10.6847804685242	9.28619285817197	2.19407639245787	up	OG0006178		
cds259	7.93052207278047	1.3307381109336	7.17601545977678	up	OG0000265	K07058	membrane protein
cds2590	9.63078037605242	9.53642856208821	0.887051044041638	nonDEG	OG0000368	K03086	rpoD; RNA polymerase primary sigma factor
cds2591	4.14404562048689	3.07160396542078	1.93857451961619	nonDEG			
cds2592	5.81662574963611	6.44167105306101	-0.11176517079827	nonDEG	OG0002302		
cds2593	8.33046158339626	6.24389723757949	2.87155877032703	up	OG0006141		
cds2594	8.30063424710059	10.3949156210188	-1.2650872048055	down	OG0000605	K01255	CARP; leucyl aminopeptidase [EC:3.4.11.1]
cds2595	10.6488035684029	12.5150276477444	-1.10693642642185	nonDEG	OG0000141	K00382	DLD; dihydrolipoamide dehydrogenase [EC:1.8.1.4]
cds2596	9.8826871169997	11.147124896888	-0.513950026404803	nonDEG	OG0000088	K00658	DLST; 2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61]
cds2597	8.40109208272536	8.72911910527943	0.478878322342326	nonDEG			
cds2598	10.236325208552	9.20270936216877	1.86080125525822	up	OG0000862	K04063	osmC; osmotically inducible protein OsmC
cds2599	8.65815712241748	9.10576694942512	0.380561793161407	nonDEG	OG0001069	K03797	E3.4.21.102; carboxyl-terminal processing protease [EC:3.4.21.102]
cds26	6.21150172464677	6.44580619171434	0.644675010898606	nonDEG	OG0001678	K01113	phoD; alkaline phosphatase D [EC:3.1.3.1]
cds260	5.4489045736523	3.57156011909063	1.06189423806829	nonDEG	OG0000149	K06149	uspA; universal stress protein A
cds2600	5.65326120906051	4.06002041408012	1.67178295988165	nonDEG	OG0000895	K07071	uncharacterized protein
cds2601	4.70516914595994	3.84067842644316	1.88838078760965	nonDEG	OG0000107	K12132	prkC; eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1]
cds2602	8.06513414262088	9.67548829408889	-0.659178130793873	nonDEG	OG0001215	K03801	lipB; lipoyl(octanoyl) transferase [EC:2.3.1.181]
cds2603	6.81397062192921	5.79455758428349	1.32658021310872	nonDEG	OG0001349		
cds2604	7.34263261021191	7.15655740576044	0.975091100345732	nonDEG	OG0000002	K21023	mucR; diguanylate cyclase [EC:2.7.7.65]
cds2605	7.9512756968416	6.81354653704674	1.54362138705306	nonDEG	OG0000002	K21023	mucR; diguanylate cyclase [EC:2.7.7.65]
cds2606	5.87048831084741	7.02487650983306	-0.200083557156926	nonDEG	OG0000002	K21023	mucR; diguanylate cyclase [EC:2.7.7.65]
cds2608	4.52235693772793	2.65649808543357	2.51179144796079	nonDEG	OG0000014	K14335	pimC; alpha-1,6-mannosyltransferase [EC:2.4.1.-]
cds2609	5.64620989193191	4.47533613051857	2.04461049825545	nonDEG	OG0005105		
cds261	4.50084352032969	3.60836811565518	2.28423741233074	nonDEG	OG0000269	K13979	yahK; uncharacterized zinc-type alcohol dehydrogenase-like protein [EC:1.-.-.-]
cds2610	7.77929995307209	7.73746852825179	0.857986535378243	nonDEG	OG0006258		
cds2611	6.49011671841331	7.15784429702617	0.227957715883252	nonDEG			
cds2612	7.6918364566493	8.03123254812202	0.616762251707497	nonDEG	OG0000785	K11175	purN; phosphoribosylglycinamide formyltransferase 1 [EC:2.1.2.2]
cds2614	7.01224602186138	6.55655657346034	1.32794261054174	nonDEG	OG0000061	K08369	ydjE; MFS transporter, putative metabolite:H+ symporter
cds2615	7.34722979069903	8.70626942785826	-0.405621337295993	nonDEG	OG0000935	K00602	purH; phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10]
cds2616	13.0281270915443	5.77382136403398	7.98989457171732	up	OG0006151		
cds2617	10.2960536801711	11.5391395766129	-0.424930316354865	nonDEG	OG0001503	K00031	IDH1; isocitrate dehydrogenase [EC:1.1.1.42]
cds2618	4.31979607865418	2.43804747589605	2.64499131684995	nonDEG	OG0003120		
cds2619	8.52075754822699	4.10079088358287	5.22098942206765	up	OG0000233	K03781	katE; catalase [EC:1.11.1.6]
cds262	5.47293995153328	4.88412951495673	1.36943239799425	nonDEG	OG0003103	K00691	mapA; maltose phosphorylase [EC:2.4.1.8]
cds2620	4.27265534374757	3.1953885389164	0.348289613544678	nonDEG			
cds2621	5.86017769099678	6.83564279564643	-0.193275347955996	nonDEG	OG0000107	K12132	prkC; eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1]
cds2622	6.34814144660611	4.81815365568172	2.62643855056078	up			
cds2623	6.75286541811661	7.11910784832302	0.50216645666577	nonDEG	OG0000083	K00010	iolG; myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase [EC:1.1.1.18 1.1.1.369]
cds2624	12.6111719871434	15.6512378600918	-2.20471146782426	down	OG0002754	K10543	xylF; D-xylose transport system substrate-binding protein
cds2625	10.2186914811269	12.0900213710668	-1.05639675040499	nonDEG	OG0003067	K10544	xylH; D-xylose transport system permease protein
cds2626	11.1047668229485	13.8465086646876	-1.96374427511298	down	OG0000045	K10441	rbsA; ribose transport system ATP-binding protein [EC:3.6.3.17]
cds2627	6.59897035030389	10.0321128558015	-2.28116109969675	down	OG0000220	K00884	NAGK; N-acetylglucosamine kinase [EC:2.7.1.59]
cds2628	5.51252841757	4.44067022367383	1.28712562115977	nonDEG	OG0000373		
cds263	5.34434842589595	4.39729555921239	1.78782256928721	nonDEG	OG0000201	K22278	pdgA; peptidoglycan-N-acetylglucosamine deacetylase [EC:3.5.1.104]
cds2630	5.08001026580517	3.51355031916561	0.532896937502368	nonDEG	OG0002622		
cds2631	7.79178040597765	9.79925611639918	-1.17008816334742	nonDEG	OG0000338	K01433	purU; formyltetrahydrofolate deformylase [EC:3.5.1.10]
cds2632	9.62328655098465	10.9921124067877	-0.572243810295344	nonDEG	OG0000237	K00600	glyA; glycine hydroxymethyltransferase [EC:2.1.2.1]
cds2633	6.88950509479189	7.94731955698124	-0.851182518599347	nonDEG	OG0000576	K01491	folD; methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase [EC:1.5.1.5 3.5.4.9]
cds2634	7.71062906035623	8.9606282163522	-0.255689559638667	nonDEG	OG0000000	K02003	ABC.CD.A; putative ABC transport system ATP-binding protein
cds2635	4.44258034518988	5.6778351925572	-1.92703407268085	nonDEG	OG0003757	K01992	ABC-2.P; ABC-2 type transport system permease protein
cds2636	5.83062777226319	6.73690567553147	-0.0899619754100196	nonDEG	OG0000733	K01992	ABC-2.P; ABC-2 type transport system permease protein
cds2637	5.24354733188142	5.62024275223209	-0.128470566178091	nonDEG	OG0003989		
cds2638	5.17954593935609	5.7597831729625	-1.33462931746934	nonDEG			
cds2639	8.28029487359088	8.7794586008316	0.311516563860705	nonDEG	OG0001282	K01142	E3.1.11.2; exodeoxyribonuclease III [EC:3.1.11.2]
cds264	5.99665885193199	5.4863518470408	1.49950868189644	nonDEG	OG0000085	K01533	copB; Cu2+-exporting ATPase [EC:3.6.3.4]
cds2640	7.86157146556037	8.15224332361234	0.548249236027252	nonDEG	OG0000736	K01867	WARS; tryptophanyl-tRNA synthetase [EC:6.1.1.2]
cds2641	7.32124303526685	7.41481084972344	0.859547915996187	nonDEG	OG0005710		
cds2642	5.57725966233799	4.37081740338092	0.838839625220133	nonDEG	OG0005153	K07058	membrane protein
cds2643	2.35156437012632	4.43412421691621	-1.58393014382751	nonDEG	OG0001141	K06889	uncharacterized protein
cds2644	11.3265116030248	12.7407739572892	-0.606198640864135	nonDEG	OG0000657	K00240	sdhB; succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.1 1.3.5.4]
cds2645	10.7496057031814	12.3990758591671	-0.85055088582171	nonDEG	OG0000215	K00278	nadB; L-aspartate oxidase [EC:1.4.3.16]
cds2646	6.18430425006237	8.10176776304104	-0.700193894186367	nonDEG	OG0006197	K00242	sdhD; succinate dehydrogenase / fumarate reductase, membrane anchor subunit
cds2647	3.98646274532085	8.72347450149793	-3.83260351039307	down	OG0001551	K00241	sdhC; succinate dehydrogenase / fumarate reductase, cytochrome b subunit
cds2648	9.00649634430534	9.35085811815877	0.4835522091392	nonDEG	OG0000235	K00971	manC; mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]
cds2649	9.3111682932586	8.89238517583431	1.22767153154642	nonDEG	OG0000219	K01451	hipO; hippurate hydrolase [EC:3.5.1.32]
cds265	5.08672433751633	3.58236727832142	1.73593807646618	nonDEG	OG0000782	K01007	pps; pyruvate, water dikinase [EC:2.7.9.2]
cds2650	5.29512921817292	2.75540949716482	3.96946506203695	up	OG0000011	K06075	slyA; MarR family transcriptional regulator, transcriptional regulator for hemolysin
cds2651	5.70721988828714	4.05853386468322	2.63918185266327	nonDEG	OG0000430		
cds2652	6.36563058657083	3.15921371999035	3.83924852493347	up	OG0000995	K07119	uncharacterized protein
cds2653	12.2648481605442	13.6207255057099	-0.551088017003934	nonDEG	OG0002803	K07335	bmpA; basic membrane protein A and related proteins
cds2654	8.51514572641103	9.38343492791234	-0.0512786725517205	nonDEG	OG0000045	K10441	rbsA; ribose transport system ATP-binding protein [EC:3.6.3.17]
cds2655	7.33440758669781	8.9741832244756	-0.757137931621399	nonDEG	OG0001605	K02057	ABC.SS.P; simple sugar transport system permease protein
cds2656	7.88488874966262	8.89322365566798	-0.190034971411547	nonDEG	OG0001731	K02057	ABC.SS.P; simple sugar transport system permease protein
cds2657	6.63020734836565	5.89183136420233	-0.027834024896901	nonDEG	OG0001734	K01489	cdd; cytidine deaminase [EC:3.5.4.5]
cds2658	5.90237788962733	7.62813655580147	-0.92556687067829	nonDEG	OG0002802	K00758	deoA; thymidine phosphorylase [EC:2.4.2.4]
cds2659	7.25033876164701	6.77860549018218	1.29121383619208	nonDEG	OG0000056	K19302	bcrC; undecaprenyl-diphosphatase [EC:3.6.1.27]
cds266	5.01749921345134	5.1344338531998	1.26342203666215	nonDEG	OG0002615	K01531	mgtA; Mg2+-importing ATPase [EC:3.6.3.2]
cds2660	7.70868712895938	7.32139031664935	0.720674861343412	nonDEG	OG0000056	K19302	bcrC; undecaprenyl-diphosphatase [EC:3.6.1.27]
cds2661	9.60227904664832	9.5508048825787	0.884982423242051	nonDEG	OG0001317	K21053	ade; adenine deaminase [EC:3.5.4.2]
cds2662	3.7119389794861	5.93503118590781	-3.17432799824035	nonDEG	OG0000998	K04765	mazG; nucleoside triphosphate diphosphatase [EC:3.6.1.9]
cds2663	10.3307389447499	11.0317078265118	0.128003347341256	nonDEG	OG0000591	K01689	ENO; enolase [EC:4.2.1.11]
cds2664	5.80502257324624	6.99570046285523	-0.0806638186312694	nonDEG	OG0006156		
cds2665	5.48474371542173	5.6751206615275	0.230120271354752	nonDEG	OG0006155	K09009	uncharacterized protein
cds2666	5.8016713516916	7.24329561211337	-0.452283539876912	nonDEG	OG0000549	K01524	ppx-gppA; exopolyphosphatase / guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase [EC:3.6.1.11 3.6.1.40]
cds2667	5.69029885039318	7.05409340518395	-0.414711596145097	nonDEG	OG0000096	K14645	serine protease [EC:3.4.21.-]
cds2668	9.47021286808956	11.5986359307991	-1.3488494793084	down	OG0000401	K03885	ndh; NADH dehydrogenase [EC:1.6.99.3]
cds2669	5.78879892908439	5.5975092721748	0.486082782939555	nonDEG	OG0003513	K09964	uncharacterized protein
cds267	5.85156437012632	3.04323928551691	2.82192522752975	nonDEG	OG0000814		
cds2670	12.5685573760179	11.6003406531175	1.46497796446144	nonDEG	OG0000214	K01999	livK; branched-chain amino acid transport system substrate-binding protein
cds2671	5.36563058657083	4.87603793291573	1.22115837354863	nonDEG	OG0000065	K06861	lptB; lipopolysaccharide export system ATP-binding protein [EC:3.6.3.-]
cds2672	9.61805919485542	8.45070984660516	1.45503246754327	nonDEG	OG0000207	K01995	livG; branched-chain amino acid transport system ATP-binding protein
cds2673	9.56034787356621	8.87368010032757	1.02999855198396	nonDEG	OG0000652	K01998	livM; branched-chain amino acid transport system permease protein
cds2674	8.71540331302222	7.7003360965447	0.89823170562579	nonDEG	OG0000592	K01997	livH; branched-chain amino acid transport system permease protein
cds2675	8.41616896701849	8.59025117575436	0.634968050374565	nonDEG	OG0003118		
cds2676	7.87446366628301	6.00738572708286	2.65236396800009	up	OG0000031	K00626	E2.3.1.9; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]
cds2677	5.15315394636573	4.86524851548453	2.04543308351495	nonDEG	OG0002812	K00849	galK; galactokinase [EC:2.7.1.6]
cds2678	7.02916435390341	6.62729013033099	1.1573484586518	nonDEG	OG0003953	K00965	galT; UDPglucose--hexose-1-phosphate uridylyltransferase [EC:2.7.7.12]
cds2679	5.40930297883628	5.34059254907782	0.312910344194165	nonDEG	OG0001634	K01785	galM; aldose 1-epimerase [EC:5.1.3.3]
cds268	5.70977107913495	5.34848715290441	1.33153267203418	nonDEG	OG0001510	K13623	btaB; S-adenosylmethionine-diacylgycerolhomoserine-N-methlytransferase
cds2680	7.90808660889954	6.82090769239198	1.87990146964043	up	OG0000167	K03548	perM; putative permease
cds2681	6.37145032294908	6.58647199444293	0.692227478219586	nonDEG	OG0000242	K01754	E4.3.1.19; threonine dehydratase [EC:4.3.1.19]
cds2683	5.83740732798922	7.74305426793161	-0.557247048597869	nonDEG	OG0000321	K03624	greA; transcription elongation factor GreA
cds2684	7.08218363756308	7.51631851871855	0.501748327414538	nonDEG	OG0006334		
cds2685	6.47064448967153	7.95710201173968	-0.560434168015333	nonDEG	OG0005125	K18455	mca; mycothiol S-conjugate amidase [EC:3.5.1.115]
cds2686	6.29690148020725	3.3570512963592	2.60661383060543	nonDEG			
cds2687	4.57026702627997	6.23246976997632	-1.34108979915348	nonDEG	OG0004463	K06888	uncharacterized protein
cds2688	5.23211794337625	4.74576386938682	1.3111191386309	nonDEG	OG0000100	K19270	yfbT; sugar-phosphatase [EC:3.1.3.23]
cds2689	2.96276058079454	4.22623828666134	-0.823817491113335	nonDEG	OG0001021	K11068	hlyIII; hemolysin III
cds269	5.81371000544164	3.63303497613644	2.90017015278465	nonDEG	OG0002153		
cds2690	7.64095411997914	8.30805572829989	0.55128119227827	nonDEG	OG0000651	K00806	uppS; undecaprenyl diphosphate synthase [EC:2.5.1.31]
cds2691	9.1297602088238	5.33396767058617	4.50857497343939	up	OG0001563	K07175	phoH2; PhoH-like ATPase
cds2692	5.08001026580517	3.70716578324859	0.478467360692027	nonDEG	OG0006283		
cds2693	4.98646274532085	4.68807097118462	1.28806066666603	nonDEG	OG0000897	K02654	pilD; leader peptidase (prepilin peptidase) / N-methyltransferase [EC:3.4.23.43 2.1.1.-]
cds2694	6.38019496697014	3.33819404860975	3.07978104480005	nonDEG	OG0000055	K03574	mutT; 8-oxo-dGTP diphosphatase [EC:3.6.1.55]
cds2695	5.99931382557731	3.16772541735939	3.75046400808546	up	OG0004207		
cds2696	8.56807402448736	9.64888994257259	-0.238538858037772	nonDEG	OG0000205	K01679	E4.2.1.2B; fumarate hydratase, class II [EC:4.2.1.2]
cds2697	6.55468314985144	6.48613677087637	0.900497658132623	nonDEG	OG0000279	K01673	cynT; carbonic anhydrase [EC:4.2.1.1]
cds2698	6.16809916238775	6.81901095331694	0.529402321957753	nonDEG	OG0006333		
cds2699	9.13028947629307	9.04117027793789	0.971755142317006	nonDEG	OG0003974	K02446	glpX; fructose-1,6-bisphosphatase II [EC:3.1.3.11]
cds27	5.55693867008932	5.10685088893788	0.669797663789865	nonDEG			
cds270	3.59458343863493	3.31624523204464	-0.348300267913582	nonDEG	OG0001342		
cds2701	7.73778649966608	7.90404021790042	0.753569694751554	nonDEG	OG0005726	K11693	femX; peptidoglycan pentaglycine glycine transferase (the first glycine) [EC:2.3.2.16]
cds2702	6.40663859539525	7.34444623510178	-0.0457713656109929	nonDEG	OG0004478	K01809	manA; mannose-6-phosphate isomerase [EC:5.3.1.8]
cds2703	6.91082677783453	8.41171353576611	-0.670901355488248	nonDEG	OG0006354		
cds2704	6.23091419219212	6.79307958361255	0.522047727506869	nonDEG	OG0000848	K01588	purE; 5-(carboxyamino)imidazole ribonucleotide mutase [EC:5.4.99.18]
cds2705	6.74848362609763	8.22870013942764	-0.655574193816644	nonDEG	OG0000847	K01589	purK; 5-(carboxyamino)imidazole ribonucleotide synthase [EC:6.3.4.18]
cds2706	7.11723521958043	7.59036345211122	0.368628720000778	nonDEG	OG0003147		
cds2707	5.75524183115512	4.61340374645192	1.90579111744415	nonDEG			
cds2708	11.1612747295833	9.65801790792417	2.36292090654293	up	OG0006351	K18955	whiB1_2_3_4; WhiB family transcriptional regulator, redox-sensing transcriptional regulator
cds2709	7.88562570800645	7.60704392260507	1.14299335578415	nonDEG	OG0001466		
cds2710	6.73208696238486	6.76613117851737	-0.80166366894208	nonDEG	OG0006300		
cds2711	7.8206831941929	7.84119076000978	0.748944730346397	nonDEG			
cds2712	7.58497257420778	9.36690463739955	-0.998478850081893	nonDEG	OG0006196		
cds2713	7.11488497009721	9.2786416680713	-0.721590436295417	nonDEG			
cds2714	10.1807342066836	9.99804757725123	0.990317503934421	nonDEG	OG0001404	K01251	E3.3.1.1; adenosylhomocysteinase [EC:3.3.1.1]
cds2715	8.1551106934911	8.0823699109749	1.08582856945366	nonDEG	OG0007780		
cds2716	5.00883414394036	5.54820373142616	0.312758215885664	nonDEG	OG0007780		
cds2717	5.9123319382087	5.25155288756613	1.81424532676232	nonDEG	OG0001712		
cds2718	6.39146704231113	5.77868875541431	1.44537188385126	nonDEG	OG0002056		
cds2719	8.60807737066165	9.03618482874813	0.379852741347241	nonDEG			
cds272	5.08405666173013	4.33336085871138	1.75329887478221	nonDEG	OG0000990		
cds2720	7.09116016381193	7.33288113990708	0.700095661751186	nonDEG	OG0000030	K01897	ACSL; long-chain acyl-CoA synthetase [EC:6.2.1.3]
cds2721	5.55433174439411	6.20169427669728	0.115762241829126	nonDEG	OG0006344	K00728	POMT; dolichyl-phosphate-mannose-protein mannosyltransferase [EC:2.4.1.109]
cds2722	5.82864468348613	5.12133032571291	1.39975815999422	nonDEG	OG0000905	K07056	rsmI; 16S rRNA (cytidine1402-2'-O)-methyltransferase [EC:2.1.1.198]
cds2723	7.59094196248704	9.09055397137588	-0.914547890238237	nonDEG	OG0000008	K00135	gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]
cds2724	4.6666767401533	4.48199979609899	1.90361348813657	nonDEG	OG0003656	K22452	tgpA; protein-glutamine gamma-glutamyltransferase [EC:2.3.2.13]
cds2725	6.54110069269284	4.34948186589851	3.17352978853595	up	OG0002297		
cds2726	6.77248094474159	5.99250754335222	1.60050348759723	nonDEG	OG0000151	K03924	moxR; MoxR-like ATPase [EC:3.6.3.-]
cds2727	8.20552635474629	8.09104637346041	1.25414558775922	nonDEG	OG0000194	K03424	tatD; TatD DNase family protein [EC:3.1.21.-]
cds2728	7.11947229218559	9.17797152027919	-1.08062573757706	nonDEG	OG0001904	K21688	rpfB; resuscitation-promoting factor RpfB
cds2729	4.95816644612534	6.55844410563886	-0.447420676221954	nonDEG	OG0000821	K02528	ksgA; 16S rRNA (adenine1518-N6/adenine1519-N6)-dimethyltransferase [EC:2.1.1.182]
cds273	4.73208696238486	3.01438376600867	0.227690052999707	nonDEG	OG0001301		
cds2730	5.12372462823822	6.27830607820462	-0.954266274598637	nonDEG	OG0001303	K00919	ispE; 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase [EC:2.7.1.148]
cds2731	6.37567380863229	8.63713706496522	-0.660494498513111	nonDEG	OG0000193	K15738	uup; ABC transport system ATP-binding/permease protein
cds2732	5.13835590657958	4.2214002854505	2.11425910215943	nonDEG	OG0000948		
