	Pto_col_1	Pto_col_2	Pto_col_3	Pto_col_4	Pto_col_5	Pto_col_6	Pto_col_7	Pto_col_8	Pto_col_9	Pto_col_10	Pto_col_11	Pto_col_12	Pto_col_13	Pto_vitro_1	Pto_vitro_2
PSPTO_2295-cmaX protein 	320	883	218	349	229	382	49	106	318	487	513	316	317	252	133
PSPTO_2296-crfX protein 	8	5	16	26	14	25	8	7	7	30	16	5	11	18	9
PSPTO_2297-membrane protein 	184	233	122	188	212	326	33	62	229	271	314	182	185	377	128
PSPTO_2298-RNA polymerase sigma factor SigX 	2968	2794	834	1423	2607	4587	406	1068	2349	3427	3335	1855	2261	2410	801
PSPTO_2299-outer membrane porin OprF 	95323	134923	54556	83275	75472	125632	16767	35654	80097	103891	120824	63230	65360	45847	21736
PSPTO_2300-uroporphyrin-III C-methyltransferase 	0	0	0	3	7	0	0	4	1	0	0	0	1	0	0
PSPTO_2301-nitrate reductase 	5	2	1	36	10	7	5	5	5	19	14	11	5	18	5
PSPTO_2302-assimilatory nitrate reductase electron transfer subunit domain protein 	16	14	13	36	10	10	14	5	2	15	8	4	5	31	10
PSPTO_2303-serine/threonine protein kinase 	16	21	3	29	16	19	6	6	2	4	2	1	5	6	4
PSPTO_2304-nitrate transporter 	34	74	25	39	8	15	13	7	9	9	35	6	12	10	11
PSPTO_2305-levansucrase 	27	40	20	16	56	68	24	30	21	47	61	19	49	15	8
PSPTO_2306-response regulator NasT 	5	33	16	9	13	12	3	16	2	8	26	15	12	12	3
PSPTO_2307-hypothetical protein 	66	118	46	76	24	71	12	26	56	53	73	13	39	27	36
PSPTO_2308-hypothetical protein 	3	7	0	2	2	4	0	1	6	0	16	1	2	2	8
PSPTO_2309-dihydroorotate dehydrogenase 	665	769	521	579	441	782	118	304	509	616	709	388	423	359	198
PSPTO_2310-ribosome modulation factor-related protein 	452	628	292	775	511	650	150	243	343	488	642	295	317	765	399
PSPTO_2311-23S rRNA m(2)G2445 methyltransferase 	359	449	325	480	293	566	90	157	197	249	455	202	244	208	100
PSPTO_2312-CHASE domain/PAS domain protein 	57	202	72	105	32	73	20	47	52	86	75	44	33	161	132
PSPTO_2313-sensory box/GGDEF domain protein 	6	19	14	16	6	22	10	3	15	4	4	20	12	48	13
PSPTO_2314-D-alanyl-D-alanine carboxypeptidase 	739	922	405	442	466	952	248	462	597	722	830	306	333	591	408
PSPTO_2315-hypothetical protein 	684	658	404	183	681	964	107	129	378	423	1048	675	737	159	62
PSPTO_2316-sensor histidine kinase/response regulator 	23	56	13	22	23	26	8	8	28	27	60	15	29	41	41
PSPTO_2317-hypothetical protein 	16	26	11	10	15	20	1	7	29	51	28	9	14	41	10
PSPTO_2318-hypothetical protein 	31	12	12	31	7	27	5	6	8	23	26	11	4	89	22
PSPTO_2319-resolvase 	27	91	28	29	70	69	23	35	73	141	83	10	46	48	29
PSPTO_2320-hypothetical protein 	7	8	0	4	3	1	2	1	0	0	4	0	3	1	0
"PSPTO_2321-ISPsy4, transposase "	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0
"PSPTO_2322-ISPsy4, transposition helper protein "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSPTO_2323-hypothetical protein 	25	70	40	55	41	94	17	15	35	56	81	34	11	76	57
"PSPTO_2324-ISPssy, transposase "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PSPTO_2325-hypothetical protein 	6	7	9	16	15	12	8	8	15	4	12	7	13	18	22
PSPTO_2326-extracellular solute-binding protein/sensory box protein 	216	486	198	419	224	410	98	233	295	355	351	198	173	469	285
"PSPTO_2328-ISPssy, transposase "	4	18	0	0	0	2	1	0	1	6	2	0	0	4	0
PSPTO_2330-response regulator 	3	0	0	3	2	11	0	3	3	6	0	1	0	3	1
PSPTO_2331-deoxyguanosinetriphosphate triphosphohydrolase-like protein 	371	784	380	605	279	611	70	154	244	474	450	307	336	328	321
PSPTO_2332-hypothetical protein 	1	0	2	0	7	14	2	4	1	1	22	3	1	5	9
PSPTO_2333-hypothetical protein 	373	707	293	550	447	848	422	613	439	470	607	283	256	537	310
PSPTO_2334-hypothetical protein 	262	637	279	372	381	575	174	290	306	381	558	179	203	304	178
PSPTO_2335-exopolysaccharide production protein ExoZ 	49	39	35	30	48	63	6	6	29	71	78	17	23	78	75
PSPTO_2336-hypothetical protein 	177	252	102	143	152	268	57	151	184	276	409	215	207	599	358
PSPTO_2337-pca operon transcriptional activator PcaQ 	16	57	29	42	28	67	5	22	35	52	36	29	31	135	93
"PSPTO_2338-protocatechuate 3,4-dioxygenase subunit beta "	74	91	65	153	41	100	19	42	48	59	78	14	20	400	260
"PSPTO_2339-protocatechuate 3,4-dioxygenase subunit alpha "	17	42	17	65	11	19	4	2	11	12	7	5	0	82	36
PSPTO_2340-4-hydroxybenzoate transporter 	25	83	22	97	31	47	2	15	12	29	43	15	5	78	32
"PSPTO_2341-3-carboxy-cis,cis-muconate cycloisomerase "	49	122	67	85	30	66	2	15	37	83	48	47	54	91	56
PSPTO_2342-4-carboxymuconolactone decarboxylase 	21	47	23	28	9	12	15	5	20	22	35	8	15	57	54
"PSPTO_2343-outer membrane porin, OprD family "	3	7	5	10	14	15	5	14	12	15	7	8	17	24	9
PSPTO_2344-membrane protein 	71	150	77	128	54	128	38	62	90	95	126	61	53	142	94
PSPTO_2345-transporter 	98	194	110	80	151	300	52	70	133	166	327	70	101	73	21
PSPTO_2346-4-hydroxyphenylpyruvate dioxygenase 	89	136	83	114	88	199	49	110	148	197	210	79	60	104	68
PSPTO_2347-TetR family transcriptional regulator 	84	126	63	78	68	114	28	47	70	87	100	43	38	126	79
PSPTO_2348-shikimate 5-dehydrogenase 	87	64	50	67	57	112	57	80	85	134	171	49	74	76	42
PSPTO_2349-RNA pseudouridine synthase family protein 	132	136	95	103	99	176	41	124	147	236	205	100	109	165	72
PSPTO_2350-lipoprotein 	319	715	337	378	477	599	114	140	389	500	664	244	316	1101	391
PSPTO_2351-molybdopterin-guanine dinucleotide biosynthesis protein MobA 	491	750	227	316	685	1046	426	521	430	596	991	396	461	1923	835
PSPTO_2352-molybdenum cofactor biosynthesis protein B 	117	403	222	191	178	273	30	50	185	297	305	94	131	58	42
PSPTO_2353-molybdopterin biosynthesis protein MoeA 	92	231	62	100	82	152	35	67	61	91	165	68	53	51	60
PSPTO_2354-glycosyl transferase family protein 	58	190	102	112	70	109	58	58	78	107	93	45	27	122	84
PSPTO_2355-glutathione-regulated potassium-efflux system protein 	232	493	123	380	193	394	54	97	151	183	379	151	176	141	88
PSPTO_2356-hypothetical protein 	160	464	106	157	120	278	47	59	86	122	248	63	106	6	8
PSPTO_2358-hypothetical protein 	98	277	112	183	96	174	52	59	94	141	162	90	51	132	106
PSPTO_2359-ureidoglycolate dehydrogenase 	45	53	34	47	27	61	3	8	40	83	96	28	38	47	53
PSPTO_2360-hypothetical protein 	55	79	53	47	75	99	11	33	44	50	102	58	43	76	35
PSPTO_2361-hypothetical protein 	103	149	60	76	83	173	23	35	58	85	134	59	57	164	61
PSPTO_2362-methionine aminopeptidase 	77	189	111	67	97	180	58	61	83	122	122	46	47	94	33
PSPTO_2363-hypothetical protein 	23	52	30	22	31	51	4	17	34	60	43	18	4	43	16
PSPTO_2364-endonuclease I 	131	284	92	92	96	217	12	59	87	200	148	80	77	64	29
PSPTO_2365-hypothetical protein 	205	430	181	275	188	303	108	246	247	374	343	75	106	219	85
PSPTO_2366-lipoprotein 	756	1569	486	691	722	997	87	150	845	1120	1219	503	515	967	602
PSPTO_2367-ribose ABC transporter periplasmic ribose-binding protein 	157	253	94	192	149	263	58	94	163	190	252	150	140	1247	413
PSPTO_2368-ribose ABC transporter ATP-binding protein 	29	108	21	93	26	60	24	27	30	29	30	22	31	991	303
PSPTO_2369-ribose ABC transporter permease 	8	20	2	38	5	21	5	13	8	6	21	10	18	396	143
PSPTO_2370-ribose operon repressor 	11	30	32	33	14	38	12	16	18	30	44	23	31	498	143
PSPTO_2371-ribokinase 	40	70	16	36	16	34	10	15	26	38	41	10	14	903	355
PSPTO_2372-ribose ABC transporter protein 	19	167	39	28	77	72	63	40	36	56	48	20	27	137	144
PSPTO_2373-inosine/uridine-preferring nucleoside hydrolase 	144	222	136	217	118	261	67	100	121	133	197	86	73	675	226
PSPTO_2374-hypothetical protein 	11	0	4	0	0	12	0	8	3	13	24	3	4	9	7
PSPTO_2375-lipoprotein 	107	270	56	109	124	265	51	99	99	121	254	159	105	191	155
PSPTO_2376-cold shock domain family protein 	640	1566	783	565	1428	1748	279	291	868	1253	1572	458	628	1706	899
PSPTO_2377-hypothetical protein 	563	955	314	445	624	868	209	352	420	699	972	337	302	295	197
PSPTO_2378-threonyl-tRNA synthetase 	1612	2358	1401	1964	1048	2105	565	838	894	1255	1562	618	614	822	429
PSPTO_2379-translation initiation factor IF-3 	1486	3025	1962	2726	1379	1837	637	862	1044	1755	1683	714	840	1417	577
PSPTO_2380-50S ribosomal protein L35 	433	1236	731	814	427	587	248	276	398	591	584	127	185	240	110
PSPTO_2381-50S ribosomal protein L20 	92	288	227	259	161	297	100	85	106	170	179	41	73	108	28
PSPTO_2382-phenylalanyl-tRNA synthetase subunit alpha 	1956	1953	1253	1484	967	1745	458	697	1073	1377	1397	714	651	442	305
PSPTO_2383-phenylalanyl-tRNA synthetase subunit beta 	878	1304	842	986	639	1077	206	455	692	917	1124	339	301	493	284
PSPTO_2384-integration host factor subunit alpha 	194	512	250	417	265	405	136	133	209	303	332	118	160	390	207
PSPTO_2385-transcriptional regulator 	227	358	221	343	291	433	425	342	238	276	335	154	109	334	180
PSPTO_2386-transcriptional regulator 	13	24	15	4	14	23	4	20	21	31	11	5	9	61	35
"PSPTO_2387-ISPsy4, transposase "	1	0	1	13	2	0	2	3	4	11	7	0	4	10	3
"PSPTO_2388-ISPsy4, transposition helper protein "	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
PSPTO_2389-hypothetical protein 	0	0	0	2	2	1	1	0	0	7	2	3	0	16	7
PSPTO_2390-hypothetical protein 	63	39	41	59	64	67	15	58	67	115	56	36	62	330	169
PSPTO_2391-hypothetical protein 	0	0	0	0	1	2	0	1	0	2	4	5	0	3	3
"PSPTO_2392-ISPsy5, Orf1 "	0	0	0	4	0	7	1	1	2	0	0	0	0	3	4
PSPTO_2394-radical SAM domain-containing protein 	81	85	38	53	36	79	28	35	42	76	79	49	37	79	27
PSPTO_2395-transcriptional regulator 	102	183	67	240	106	221	82	84	90	144	220	125	111	153	116
PSPTO_2396-short chain dehydrogenase/reductase family oxidoreductase 	19	31	33	72	31	35	10	14	16	28	31	9	13	53	16
PSPTO_2397-short chain dehydrogenase 	52	31	22	141	29	36	22	23	33	33	44	19	21	24	27
PSPTO_2398-ribose ABC transporter ATP-binding protein 	11	0	15	66	10	28	4	8	24	19	15	10	4	17	7
PSPTO_2399-ribose ABC transporter periplasmic ribose-binding protein 	66	48	39	228	23	68	38	34	31	48	40	37	26	46	28
PSPTO_2400-ribose ABC transporter permease 	57	81	34	178	46	106	31	33	60	71	104	35	26	51	21
PSPTO_2401-transketolase 	15	30	35	28	26	21	7	28	10	8	18	9	13	23	30
"PSPTO_2402-transketolase, C-terminal subunit "	6	15	3	19	2	12	3	19	0	7	6	2	1	2	4
PSPTO_2403-glycerol kinase 	12	26	15	39	7	21	4	7	8	15	17	9	13	19	3
PSPTO_2404-ArsR family transcriptional regulator 	333	522	289	276	332	560	119	261	220	318	620	188	271	601	410
PSPTO_2405-xenobiotic reductase A 	85	162	123	143	70	151	29	34	74	114	129	58	55	61	40
PSPTO_2406-hypothetical protein 	36	71	37	62	61	76	14	37	21	85	93	42	58	143	78
PSPTO_2407-hypothetical protein 	12	24	15	33	14	15	2	7	12	10	12	4	7	10	11
PSPTO_2408-urease accessory protein UreD 	4	9	0	6	9	21	2	13	5	13	20	9	13	35	17
PSPTO_2409-urease accessory protein UreG 	0	26	0	12	4	6	4	7	0	15	0	4	0	17	8
"PSPTO_2411-urease, beta/gamma subunit "	10	16	0	8	1	7	4	1	5	0	3	2	2	2	0
PSPTO_2412-urease accessory protein UreF 	0	5	6	9	1	4	0	0	2	3	10	7	0	0	6
PSPTO_2413-urease accessory protein UreE 	0	0	1	0	2	2	0	0	0	0	0	0	0	0	3
PSPTO_2414-branched-chain amino acid ABC transporter ATP-binding protein 	0	0	4	0	8	2	2	6	1	8	8	2	1	1	2
PSPTO_2415-branched-chain amino acid ABC transporter ATP-binding protein 	0	0	0	0	1	2	3	0	5	0	4	2	0	1	0
PSPTO_2416-branched-chain amino acid ABC transporter permease 	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0
PSPTO_2417-branched-chain amino acid ABC transporter permease 	0	8	3	0	0	3	1	0	0	0	5	0	0	0	0
PSPTO_2418-branched-chain amino acid ABC transporter substrate-binding protein 	9	12	4	22	7	12	2	4	6	0	5	4	5	28	1
PSPTO_2419-regulatory protein 	3	0	0	0	0	3	0	1	1	3	0	2	0	4	1
PSPTO_2420-transcription antitermination protein 	0	7	0	6	0	0	0	0	0	0	0	0	3	2	1
PSPTO_2421-amidase 	4	1	2	9	1	4	6	6	0	4	33	0	3	10	14
PSPTO_2422-hypothetical protein 	42	91	45	72	35	70	25	22	32	39	61	41	50	201	128
"PSPTO_2423-ABC transporter, periplasmic substrate-binding protein, aliphatic sulfonates family "	37	105	22	176	40	41	12	21	21	53	43	14	30	44	14
PSPTO_2424-D-isomer specific 2-hydroxyacid dehydrogenase family protein 	25	32	19	78	16	20	9	10	1	17	19	8	8	6	3
"PSPTO_2425-monooxygenase, NtaA/SnaA/SoxA family "	56	72	107	181	73	113	15	20	21	75	99	39	69	20	16
"PSPTO_2426-ISPssy, transposase "	3	0	22	22	7	11	0	1	3	6	5	3	7	5	6
PSPTO_2427-serine hydroxymethyltransferase 	36	36	10	79	26	31	4	19	25	38	24	13	49	128	74
PSPTO_2428-multidrug resistance protein NorM 	1	0	2	5	0	0	2	3	5	0	4	1	2	31	6
PSPTO_2429-capK domain protein 	18	38	20	63	14	31	7	10	11	32	26	13	5	50	28
PSPTO_2430-pyridoxal-phosphate dependent enzyme family protein 	3	22	11	31	3	10	3	7	4	5	15	7	8	19	10
PSPTO_2431-hypothetical protein 	10	0	10	16	1	16	1	9	3	11	5	2	10	32	4
"PSPTO_2432-ISPssy, transposase "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSPTO_2433-hypothetical protein 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSPTO_2434-D-isomer specific 2-hydroxyacid dehydrogenase family protein 	0	0	2	0	4	5	0	3	4	2	6	1	3	6	0
"PSPTO_2435-oxidoreductase, FAD-binding "	8	3	1	12	5	7	4	10	11	3	10	3	1	34	29
"PSPTO_2436-ISPsy5, Orf1 "	0	5	0	3	2	7	0	0	0	0	0	0	9	2	0
"PSPTO_2437-ISPsy5, transposase "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PSPTO_2438-amine oxidase, flavin-containing protein "	5	37	15	20	6	15	3	7	23	9	24	7	6	54	18
PSPTO_2439-acyl-CoA dehydrogenase family protein 	35	52	28	35	25	46	10	24	33	47	34	20	23	69	53
PSPTO_2440-acyl-CoA dehydrogenase family protein 	106	143	46	78	48	108	35	58	89	87	89	59	48	178	67
PSPTO_2441-methyl-accepting chemotaxis protein 	93	112	58	170	48	106	32	52	51	89	86	48	66	319	198
PSPTO_2442-chemotaxis protein CheW 	27	5	23	100	27	60	9	11	16	18	66	14	18	90	110
PSPTO_2443-hypothetical protein 	1	15	8	17	10	24	2	4	7	6	13	1	2	29	14
PSPTO_2444-GNAT family acetyltransferase 	16	25	17	13	48	63	17	31	27	30	78	28	5	61	27
PSPTO_2445-hypothetical protein 	5	31	11	24	15	10	4	8	10	22	17	11	10	59	26
PSPTO_2446-metallo-beta-lactamase superfamily protein 	8	1	5	6	11	15	9	4	10	9	6	3	3	5	5
PSPTO_2447-LysR family transcriptional regulator 	64	131	63	92	71	78	7	40	75	83	152	69	106	80	85
PSPTO_2448-methyl-accepting chemotaxis protein 	40	74	50	55	29	96	17	44	38	38	113	39	43	109	58
"PSPTO_2449-sarcosine oxidase, gamma subunit "	1	10	1	11	0	13	1	0	3	5	0	5	8	0	6
"PSPTO_2450-sarcosine oxidase, alpha subunit "	16	68	43	61	29	43	18	23	34	33	11	13	20	41	36
PSPTO_2451-sarcosine oxidase subunit delta 	0	15	0	3	3	0	1	0	0	0	4	0	0	0	0
"PSPTO_2452-sarcosine oxidase, beta subunit "	4	56	12	18	17	21	7	13	5	11	28	12	8	22	9
PSPTO_2453-methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase 	3	27	15	18	8	26	3	4	21	2	14	8	6	24	10
PSPTO_2454-formyltetrahydrofolate deformylase 	20	10	18	36	6	20	1	11	20	51	15	14	12	18	4
PSPTO_2455-hypothetical protein 	0	30	7	3	2	15	7	12	1	16	5	7	4	7	7
PSPTO_2456-hypothetical protein 	18	9	17	7	26	35	7	8	14	17	19	4	14	14	11
PSPTO_2457-hypothetical protein 	88	50	42	109	20	37	24	45	48	66	20	55	59	302	69
PSPTO_2458-hypothetical protein 	139	138	69	125	97	167	44	86	168	196	163	109	115	423	152
"PSPTO_2460-ISPsy5, transposase "	5	0	5	0	5	0	0	4	2	3	11	4	4	9	9
"PSPTO_2461-ISPsy5, Orf1 "	0	4	1	0	0	0	2	0	0	0	7	2	0	0	0
PSPTO_2463-TonB-dependent siderophore receptor 	79	102	15	60	35	107	27	38	61	51	106	28	47	29	33
PSPTO_2464-NRAMP family Mn2+/Fe2+ transporter 	6	20	11	38	17	15	0	1	14	11	29	11	5	19	22
"PSPTO_2465-ISPsy7, transposase "	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0
PSPTO_2466-hydrolase 	22	85	22	45	37	51	7	15	15	25	21	14	16	30	25
PSPTO_2467-major facilitator family transporter 	117	345	153	163	188	210	38	75	137	182	316	112	84	521	294
PSPTO_2468-hypothetical protein 	5	0	5	2	1	5	2	2	12	7	3	0	2	6	1
PSPTO_2469-hypothetical protein 	17	66	16	1	28	44	12	7	12	50	35	25	28	49	32
PSPTO_2470-senescence marker protein-30 family protein 	8	11	0	17	16	19	4	4	5	14	23	10	9	16	12
PSPTO_2471-membrane protein 	35	15	30	50	25	16	1	12	40	24	84	25	41	13	25
PSPTO_2472-methyl-accepting chemotaxis protein 	15	51	5	82	33	47	30	20	30	41	22	27	32	170	152
PSPTO_2473-periplasmic substrate-binding protein 	23	48	26	82	9	34	3	13	39	54	56	23	47	103	74
PSPTO_2474-DNA/RNA non-specific endonuclease 	21	24	27	58	37	51	16	8	19	33	65	25	12	14	27
PSPTO_2475-methyl-accepting chemotaxis protein 	189	243	129	286	227	288	131	148	294	299	444	133	175	364	255
PSPTO_2476-hypothetical protein 	107	101	90	297	86	169	73	56	85	106	192	63	75	173	121
PSPTO_2477-endoribonuclease L-PSP family protein 	14	63	11	10	20	32	6	4	17	15	33	18	14	43	29
PSPTO_2478-DNA topoisomerase III 	114	234	161	269	83	119	28	48	59	158	119	56	38	93	58
PSPTO_2479-hypothetical protein 	19	5	20	40	10	16	8	20	18	26	10	4	15	42	30
PSPTO_2480-methyl-accepting chemotaxis protein 	97	68	65	237	61	152	29	62	99	92	136	89	105	451	216
PSPTO_2481-tonB protein 	122	156	89	392	65	71	31	46	35	77	121	39	24	16	7
PSPTO_2482-TonB system transport protein ExbB 	71	87	81	157	86	108	7	25	20	89	100	37	40	16	11
PSPTO_2483-TonB system transport protein ExbD 	52	100	87	112	34	49	19	45	15	31	63	28	49	19	14
PSPTO_2484-TonB-dependent siderophore receptor 	136	188	133	493	77	93	21	43	37	130	117	69	77	70	76
"PSPTO_2485-ISPsy7, transposase "	1	0	0	2	3	0	1	5	0	2	0	1	0	1	0
PSPTO_2486-ABC transporter periplasmic substrate-binding protein 	23	22	29	74	11	16	6	10	8	38	13	12	1	18	3
PSPTO_2487-aldolase II superfamily protein 	44	169	100	183	46	60	33	38	17	66	98	36	51	42	36
PSPTO_2488-glutaminase 	53	32	47	48	65	96	11	37	51	77	91	33	20	42	11
PSPTO_2489-hypothetical protein 	190	303	205	347	248	462	190	328	194	456	581	165	161	465	344
PSPTO_2490-ABC transporter ATP-binding protein/permease 	69	226	130	116	135	232	34	57	121	243	247	70	72	102	68
"PSPTO_2491-oxidoreductase, aldo/keto reductase family "	1470	1248	960	1016	962	1975	419	767	1076	1660	1766	598	644	361	209
PSPTO_2492-short-chain dehydrogenase/reductase family oxidoreductase 	44	96	17	126	21	52	8	20	23	31	45	22	12	19	9
PSPTO_2493-glycosyl hydrolase family protein 	57	99	27	181	43	100	35	41	20	35	104	24	22	23	24
PSPTO_2494-LysR family transcriptional regulator 	43	52	34	57	42	59	7	21	38	37	110	27	60	102	72
PSPTO_2495-alpha/beta fold family hydrolase 	7	0	9	6	13	5	1	2	4	17	13	20	11	20	17
PSPTO_2496-major facilitator family transporter 	133	173	81	98	94	130	21	58	115	144	206	75	69	91	48
PSPTO_2497-hypothetical protein 	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0
PSPTO_2498-hypothetical protein 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSPTO_2499-manganese transport protein MntH 	54	95	22	61	45	56	9	23	41	26	44	15	53	83	36
PSPTO_2500-major facilitator family transporter 	51	92	36	36	39	63	15	20	28	99	59	22	16	69	40
PSPTO_2501-hypothetical protein 	20	37	17	33	19	20	11	10	21	32	29	7	10	47	58
PSPTO_2502-hypothetical protein 	67	93	71	80	85	118	26	31	53	68	150	80	57	205	165
PSPTO_2503-hypothetical protein 	84	43	62	52	95	85	39	50	37	73	106	53	55	239	153
"PSPTO_2504-efflux protein, LysE family "	0	0	9	0	0	0	0	0	1	4	0	2	2	1	5
PSPTO_2505-AraC family transcriptional regulator 	229	343	196	362	170	254	100	168	226	231	398	115	91	199	135
PSPTO_2506-lipoprotein 	168	234	102	285	153	233	128	109	109	185	200	72	87	342	231
PSPTO_2507-hypothetical protein 	643	763	320	692	446	684	93	180	416	535	613	151	218	37	17
PSPTO_2508-hypothetical protein 	42	19	6	22	30	34	15	19	27	55	27	15	10	16	22
PSPTO_2509-penicillin-binding protein 	207	222	135	253	141	251	102	112	140	198	206	103	83	118	75
PSPTO_2510-pyruvate dehydrogenase 	168	211	159	325	67	145	37	65	81	105	136	41	66	64	32
PSPTO_2511-methyl-accepting chemotaxis protein 	50	37	49	51	45	61	15	20	21	35	84	17	12	134	74
PSPTO_2513-methyl-accepting chemotaxis protein 	2	1	0	3	7	4	1	0	0	3	5	1	2	7	3
PSPTO_2514-methyl-accepting chemotaxis protein 	55	146	74	219	62	130	41	89	62	133	130	63	46	230	158
PSPTO_2515-methyl-accepting chemotaxis protein 	33	96	79	114	63	84	21	50	51	62	129	74	45	233	192
PSPTO_2516-methyl-accepting chemotaxis protein 	134	296	207	278	181	325	112	191	226	320	348	93	68	263	207
PSPTO_2517-methyl-accepting chemotaxis protein 	8	9	4	21	12	16	1	4	6	38	40	7	7	12	7
PSPTO_2518-methyl-accepting chemotaxis protein 	15	71	8	62	12	31	6	15	13	25	45	9	19	29	18
PSPTO_2519-methyl-accepting chemotaxis protein 	13	71	11	30	11	36	7	16	14	24	27	16	30	49	17
PSPTO_2520-methyl-accepting chemotaxis protein 	1	11	7	6	13	31	0	8	5	22	20	3	14	16	24
PSPTO_2521-methyl-accepting chemotaxis protein 	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0
PSPTO_2522-methyl-accepting chemotaxis protein 	9	30	0	14	4	1	1	4	2	11	2	2	0	4	5
PSPTO_2523-methyl-accepting chemotaxis protein 	3	0	2	0	4	4	1	0	0	1	0	2	1	4	3
PSPTO_2524-methyl-accepting chemotaxis protein 	6	0	9	7	7	11	0	7	16	12	17	3	0	7	9
PSPTO_2525-methyl-accepting chemotaxis protein 	2	37	12	53	14	19	3	18	8	31	17	7	6	10	23
PSPTO_2526-methyl-accepting chemotaxis protein 	14	5	10	34	5	5	2	5	5	4	23	3	1	23	11
PSPTO_2527-methyl-accepting chemotaxis protein 	82	185	69	94	103	139	45	55	99	61	133	37	38	64	23
PSPTO_2528-methyl-accepting chemotaxis protein 	33	145	40	40	50	88	28	36	54	71	115	59	45	166	118
PSPTO_2529-methyl-accepting chemotaxis protein 	1	30	5	9	10	12	2	4	5	12	22	2	8	7	6
PSPTO_2530-methyl-accepting chemotaxis protein 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
PSPTO_2531-methyl-accepting chemotaxis protein 	66	212	46	80	100	126	16	52	76	89	190	39	67	100	104
PSPTO_2532-methyl-accepting chemotaxis protein 	105	457	126	262	165	316	65	92	94	175	254	201	105	357	215
PSPTO_2533-methyl-accepting chemotaxis protein 	8	30	6	20	33	41	15	5	3	16	26	10	10	24	12
PSPTO_2534-methyl-accepting chemotaxis protein 	15	15	7	15	11	11	6	4	13	12	28	3	3	25	30
PSPTO_2535-methyl-accepting chemotaxis protein 	9	15	15	20	8	10	7	3	7	11	4	8	9	22	4
PSPTO_2536-methyl-accepting chemotaxis protein 	0	4	0	5	5	3	0	0	1	2	0	0	0	1	1
PSPTO_2537-methyl-accepting chemotaxis protein 	6	4	3	9	8	28	3	6	3	10	28	2	7	25	6
PSPTO_2538-methyl-accepting chemotaxis protein 	20	46	6	2	3	11	8	6	11	32	33	12	12	17	7
PSPTO_2539-methyl-accepting chemotaxis protein 	0	6	0	0	9	9	0	4	1	11	5	3	0	23	7
PSPTO_2541-methyl-accepting chemotaxis protein 	2	8	5	20	2	5	2	6	8	17	8	2	9	21	9
PSPTO_2543-methyl-accepting chemotaxis protein 	0	5	0	1	2	0	0	0	0	0	0	0	0	0	1
PSPTO_2544-methyl-accepting chemotaxis protein 	7	0	5	11	4	11	5	1	7	12	7	7	15	30	10
PSPTO_2545-methyl-accepting chemotaxis protein 	0	0	0	0	0	4	0	0	0	0	0	0	0	1	2
PSPTO_2546-methyl-accepting chemotaxis protein 	1	0	1	0	0	2	1	2	1	3	0	0	0	2	3
PSPTO_2547-methyl-accepting chemotaxis protein 	3	0	0	9	2	9	0	0	1	0	5	0	0	11	1
PSPTO_2548-methyl-accepting chemotaxis protein 	4	19	19	19	16	20	11	9	10	31	30	20	10	28	23
PSPTO_2549-methyl-accepting chemotaxis protein 	26	3	6	8	5	3	0	1	9	2	21	3	1	14	13
PSPTO_2550-methyl-accepting chemotaxis protein 	0	0	5	0	1	0	0	0	0	3	0	0	0	2	3
PSPTO_2551-methyl-accepting chemotaxis protein 	0	5	0	0	13	3	5	4	4	8	1	0	6	1	20
PSPTO_2552-methyl-accepting chemotaxis protein 	5	0	0	17	3	4	1	0	2	0	0	4	0	6	17
PSPTO_2553-methyl-accepting chemotaxis protein 	0	3	1	13	4	2	1	4	0	4	0	3	0	4	1
PSPTO_2554-methyl-accepting chemotaxis protein 	13	24	19	24	34	52	3	26	20	40	35	21	14	41	50
PSPTO_2555-methyl-accepting chemotaxis protein 	5	7	0	0	3	0	3	0	1	0	10	0	0	3	0
PSPTO_2556-methyl-accepting chemotaxis protein 	13	5	3	5	1	11	2	2	1	10	10	2	12	11	2
PSPTO_2557-methyl-accepting chemotaxis protein 	0	0	0	0	2	4	1	3	3	5	9	6	5	1	1
PSPTO_2558-methyl-accepting chemotaxis protein 	9	33	0	1	14	13	4	8	7	21	16	1	8	0	1
PSPTO_2559-methyl-accepting chemotaxis protein 	12	3	6	5	3	6	2	3	3	2	8	1	1	0	4
PSPTO_2560-methyl-accepting chemotaxis protein 	6	16	3	3	7	3	3	0	3	10	4	0	1	3	2
PSPTO_2561-methyl-accepting chemotaxis protein 	21	24	10	19	6	21	0	17	15	10	17	4	1	6	5
